Date,Price,Year,Month,Day,DayOfWeek,MA7,MA14,MA30,Lag1,Lag2,Lag3
2000-04-01,84.37,2000,4,1,5,74.32000000000001,73.87142857142858,71.76566666666668,72.68,72.68,73.16
2000-04-02,79.65,2000,4,2,6,75.37857142857142,74.37142857142858,71.89366666666666,84.37,72.68,72.68
2000-04-04,70.77,2000,4,4,1,75.21857142857142,74.09071428571428,71.79033333333334,79.65,84.37,72.68
2000-04-05,69.96,2000,4,5,2,74.75285714285714,73.77428571428571,71.66333333333334,70.77,79.65,84.37
2000-04-08,59.22,2000,4,8,5,72.76142857142858,72.8092857142857,71.225,69.96,70.77,79.65
2000-04-10,56.13,2000,4,10,0,70.39714285714287,71.59285714285714,70.74033333333334,59.22,69.96,70.77
2000-04-12,49.32,2000,4,12,2,67.06,69.83285714285714,70.01233333333333,56.13,59.22,69.96
2000-04-13,68.44,2000,4,13,3,64.78428571428572,69.55214285714285,69.92699999999999,49.32,56.13,59.22
2000-04-14,67.73,2000,4,14,4,63.08142857142858,69.23,69.50833333333334,68.44,49.32,56.13
2000-04-17,67.83,2000,4,17,0,62.66142857142857,68.94,69.31433333333332,67.73,68.44,49.32
2000-04-18,68.91,2000,4,18,1,62.51142857142857,68.63214285714285,69.21066666666667,67.83,67.73,68.44
2000-04-19,69.84,2000,4,19,2,64.02857142857144,68.39500000000001,69.24399999999999,68.91,67.83,67.73
2000-04-20,70.68,2000,4,20,3,66.10714285714286,68.25214285714286,69.622,69.84,68.91,67.83
2000-04-24,68.23,2000,4,24,0,68.80857142857143,67.9342857142857,70.021,70.68,69.84,68.91
2000-04-25,69.2,2000,4,25,1,68.91714285714286,66.85071428571429,70.557,68.23,70.68,69.84
